Date,Cases,Deaths,Recovered,Travel_history,Province,City
4/4/2020,0,0,3,Unknown,Gilgit-Baltistan,Ghanche
4/5/2020,3,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/5/2020,4,2,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/5/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/5/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/5/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
4/5/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/5/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/5/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/5/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/5/2020,4,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/5/2020,3,0,9,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/5/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/5/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/5/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/5/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/5/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/5/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/5/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/5/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,South Waziristan
4/5/2020,41,1,0,Local - Social Contact,Sindh,Karachi
4/5/2020,2,0,0,Local - Social Contact,Azad Jummu Kashmir,Mirpur
4/5/2020,6,0,13,Unknown,Baluchistan,Quetta
4/5/2020,17,0,7,Tableeghi Jamaat,Gilgit-Baltistan,Gilgit
4/5/2020,31,0,0,Local - Social Contact,Punjab,Lahore
4/5/2020,0,0,0,Local - Social Contact,Punjab,Faisalabad
4/5/2020,47,0,0,Iran/Taftan,Punjab,Raiwind
4/5/2020,0,0,2,Iran/Taftan,Gilgit-Baltistan,Kharmang
4/5/2020,0,0,1,Dubai,Gilgit-Baltistan,Kharmang
4/6/2020,51,2,0,Local - Social Contact,Sindh,Karachi
4/6/2020,0,0,130,Iran/Taftan,Sindh,Sukkur
4/6/2020,3,0,31,Local - Social Contact,Baluchistan,Quetta
4/6/2020,20,3,0,Local - Social Contact,Punjab,Lahore
4/6/2020,77,0,0,Jail,Punjab,Lahore
4/6/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/6/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Shigar
4/6/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/6/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/6/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/6/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/6/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/6/2020,3,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
4/6/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
4/6/2020,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/6/2020,14,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/6/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/6/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/6/2020,15,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/6/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/6/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/6/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mohmand
4/6/2020,24,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/6/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/6/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/6/2020,3,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/7/2020,1,1,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/7/2020,0,0,0,Tableeghi Jamaat,Punjab,Raiwind
4/7/2020,54,1,16,Local - Social Contact,Sindh,Karachi
4/7/2020,11,0,27,Local - Social Contact,Sindh,Karachi
4/7/2020,12,0,3,Local - Social Contact,Baluchistan,Quetta
4/7/2020,0,0,28,Local - Social Contact,Gilgit-Baltistan,Skardu
4/7/2020,1,0,2,Local - Social Contact,Gilgit-Baltistan,Kharmang
4/7/2020,0,0,1,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar
4/7/2020,7,1,4,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/7/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/7/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/7/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/7/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/7/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/7/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/7/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/7/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/7/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
4/7/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/7/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/7/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/8/2020,49,2,0,Local - Social Contact,Punjab,Lahore
4/8/2020,2,0,0,Local - Social Contact,Punjab,Multan
4/8/2020,3,0,0,Local - Social Contact,Punjab,Gujrat
4/8/2020,1,0,0,Local - Social Contact,Punjab,Jehlum
4/8/2020,15,0,0,Local - Social Contact,Punjab,Gujranwala
4/8/2020,8,0,0,Local - Social Contact,Punjab,Rawalpindi
4/8/2020,12,0,0,Local - Social Contact,Punjab,Faisalabad
4/8/2020,7,0,0,Local - Social Contact,Punjab,Chiniot
4/8/2020,1,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
4/8/2020,7,0,0,Local - Social Contact,Punjab,Mianwali
4/8/2020,4,0,0,Local - Social Contact,Punjab,Narowal
4/8/2020,0,0,2,Local - Social Contact,Punjab,Rahim Yar Khan
4/8/2020,0,0,4,Local - Social Contact,Punjab,Sargodha
4/8/2020,17,0,0,Local - Social Contact,Punjab,Sialkot
4/8/2020,6,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/8/2020,13,0,0,Local - Social Contact,Punjab,Dera Ghazi Khan
4/8/2020,1,0,0,Local - Social Contact,Punjab,Hafizabad
4/8/2020,0,0,6,Local - Social Contact,Punjab,Vehari
4/8/2020,1,0,0,Local - Social Contact,Punjab,Okara
4/8/2020,1,0,0,Local - Social Contact,Punjab,Bahawalpur
4/8/2020,8,0,0,Local - Social Contact,Punjab,Kasur
4/8/2020,1,0,0,Local - Social Contact,Punjab,Lodhran
4/8/2020,2,0,0,Local - Social Contact,Punjab,Toba Tek Singh
4/8/2020,50,1,1,Local - Social Contact,Sindh,Karachi
4/8/2020,6,0,0,Local - Social Contact,Sindh,Larkana
4/8/2020,2,0,0,Local - Social Contact,Sindh,Jamshoro
4/8/2020,1,0,0,Local - Social Contact,Sindh,Badin
4/8/2020,7,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
4/8/2020,4,0,0,Local - Social Contact,Sindh,Naushero Feroz
4/8/2020,1,0,0,Local - Social Contact,Sindh,Shujawal
4/8/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/8/2020,12,0,0,Local - Social Contact,Sindh,Tando M. Khan
4/8/2020,2,0,0,Local - Social Contact,Sindh,Ghotki
4/8/2020,42,1,0,Tableeghi Jamaat,Sindh,Hyderabad
4/8/2020,0,0,18,Iran/Taftan,Sindh,Sukkur
4/8/2020,8,1,10,Local - Social Contact,Baluchistan,Quetta
4/8/2020,1,0,20,Local - Social Contact,Gilgit-Baltistan,Nagar
4/8/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/8/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/8/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/8/2020,12,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/8/2020,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/8/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/8/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/8/2020,4,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/8/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/8/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Torghar
4/8/2020,0,0,48,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
4/8/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/8/2020,10,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/9/2020,35,0,7,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/9/2020,0,0,5,Iran/Taftan,Punjab,Dera Ghazi Khan
4/9/2020,213,1,0,Tableeghi Jamaat,Punjab,Raiwind
4/9/2020,18,0,0,Tableeghi Jamaat,Punjab,Faisalabad
4/9/2020,366,0,0,Tableeghi Jamaat,Punjab,Multan
4/10/2020,12,0,0,Jail,Punjab,Lahore
4/9/2020,0,0,18,Local - Social Contact,Sindh,Sukkur
4/9/2020,92,1,0,Unknown,Sindh,Karachi
4/9/2020,0,0,69,Iran/Taftan,Sindh,Sukkur
4/9/2020,7,0,0,Local - Social Contact,Baluchistan,Quetta
4/9/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Kharmang
4/9/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/9/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/9/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/9/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/9/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/9/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/9/2020,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/9/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/9/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai
4/9/2020,15,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/9/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/9/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/9/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/9/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/9/2020,5,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/9/2020,23,0,0,Local - Social Contact,Punjab,Lahore
4/9/2020,1,0,0,Local - Social Contact,Punjab,Gujrat
4/9/2020,0,0,1,Local - Social Contact,Punjab,Jehlum
4/9/2020,0,0,1,Local - Social Contact,Punjab,Gujranwala
4/9/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi
4/9/2020,4,0,0,Local - Social Contact,Punjab,Chakwal
4/9/2020,6,0,0,Local - Social Contact,Punjab,Faisalabad
4/9/2020,0,0,7,Local - Social Contact,Punjab,Mandi Bahauddin
4/9/2020,0,0,1,Local - Social Contact,Punjab,Mianwali
4/9/2020,2,0,0,Local - Social Contact,Punjab,Narowal
4/9/2020,17,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/9/2020,2,0,0,Local - Social Contact,Punjab,Sargodha
4/9/2020,1,0,0,Local - Social Contact,Punjab,Jhang
4/9/2020,8,0,0,Local - Social Contact,Punjab,Sialkot
4/9/2020,0,0,4,Local - Social Contact,Punjab,Bahawal Nagar
4/9/2020,6,0,0,Local - Social Contact,Punjab,Hafizabad
4/9/2020,2,0,0,Local - Social Contact,Punjab,Khushab
4/9/2020,2,0,0,Local - Social Contact,Punjab,Bahawalpur
4/9/2020,2,0,0,Local - Social Contact,Punjab,Sheikhupura
4/10/2020,85,1,9,Local - Social Contact,Sindh,Karachi
4/10/2020,1,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad
4/10/2020,1,0,13,Local - Social Contact,Baluchistan,Quetta
4/10/2020,0,0,14,Local - Social Contact,Gilgit-Baltistan,Nagar
4/10/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/10/2020,3,0,3,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/10/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/10/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/10/2020,0,1,0,Tableeghi Jamaat,Khyber Pakhtunkhwa,Dir Lower
4/10/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/10/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/10/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/10/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/10/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/10/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/10/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/10/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/10/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/10/2020,2,1,2,Tableeghi Jamaat,Khyber Pakhtunkhwa,Swat
4/10/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Tank
4/10/2020,0,0,2,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan
4/10/2020,0,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/10/2020,10,0,0,Local - Social Contact,Punjab,Lahore
4/10/2020,1,0,0,Local - Social Contact,Punjab,Faisalabad
4/10/2020,0,0,5,Local - Social Contact,Punjab,Nankana
4/10/2020,7,0,0,Local - Social Contact,Punjab,Sheikhupura
4/11/2020,1,0,10,Local - Social Contact,Gilgit-Baltistan,Gilgit
4/11/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Nagar
4/11/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/11/2020,8,0,6,Local - Social Contact,Baluchistan,Quetta
4/11/2020,5,4,1,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/11/2020,5,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/11/2020,3,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/11/2020,1,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/11/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/11/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/11/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/11/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/11/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/11/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/11/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/11/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan
4/11/2020,84,6,0,Local - Social Contact,Sindh,Karachi
4/11/2020,3,0,0,Local - Social Contact,Sindh,Larkana
4/11/2020,17,0,0,Local - Social Contact,Sindh,Hyderabad
4/11/2020,29,3,0,Local - Social Contact,Punjab,Lahore
4/11/2020,1,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan
4/11/2020,30,0,0,Local - Social Contact,Punjab,Gujrat
4/11/2020,7,0,0,Tableeghi Jamaat,Punjab,Raiwind
4/11/2020,5,0,0,Local - Social Contact,Punjab,Rawalpindi
4/11/2020,3,0,0,Local - Social Contact,Punjab,Nankana
4/11/2020,16,0,0,Local - Social Contact,Punjab,Laiya
4/11/2020,0,0,2,Local - Social Contact,Punjab,Jehlum
4/11/2020,47,0,0,Unknown,Punjab,Bhakhar
4/12/2020,1,0,3,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/12/2020,79,2,18,Unknown,Sindh,Karachi
4/12/2020,14,0,0,Unknown,Sindh,Khairpur
4/12/2020,9,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/12/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan
4/12/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/12/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/12/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/12/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Karak
4/12/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/12/2020,2,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/12/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/12/2020,10,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra
4/12/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/12/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/12/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,South Waziristan
4/12/2020,0,0,2,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/12/2020,8,0,0,Local - Social Contact,Baluchistan,Quetta
4/12/2020,6,0,1,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/12/2020,32,2,25,Local - Social Contact,Punjab,Lahore
4/12/2020,19,0,0,Local - Social Contact,Punjab,Multan
4/12/2020,0,0,175,Iran/Taftan,Punjab,Dera Ghazi Khan
4/12/2020,6,0,0,Local - Social Contact,Punjab,Gujrat
4/12/2020,2,0,0,Local - Social Contact,Punjab,Rawalpindi
4/12/2020,3,0,0,Local - Social Contact,Punjab,Faisalabad
4/12/2020,19,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/12/2020,6,0,0,Local - Social Contact,Punjab,Vehari
4/12/2020,1,0,0,Local - Social Contact,Punjab,Khushab
4/12/2020,1,0,0,Local - Social Contact,Punjab,Bahawalpur
4/13/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad
4/12/2020,9,0,0,Jail,Punjab,Lahore
4/13/2020,0,1,0,Unknown,Punjab,Lahore
4/13/2020,0,0,0,Tableeghi Jamaat,Punjab,Dera Ghazi Khan
4/13/2020,60,0,0,Local - Social Contact,Punjab,Multan
4/13/2020,39,1,30,Unknown,Sindh,Karachi
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sujawal
4/13/2020,1,0,0,Local - Social Contact,Sindh,Sanghar
4/13/2020,0,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/13/2020,1,1,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/13/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/13/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/13/2020,9,0,0,Local - Social Contact,Federal Administration Tribal Area,Kurrum
4/13/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand
4/13/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Mohmand
4/13/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/13/2020,31,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar
4/13/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Swabi
4/13/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat
4/13/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/13/2020,0,0,1,Local - Social Contact,Federal Administration Tribal Area,Bajaur
4/13/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/13/2020,3,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad
4/13/2020,1,0,0,Local - Social Contact,Baluchistan,Quetta
4/14/2020,10,0,6,Local - Social Contact,Gilgit-Baltistan,Shigar
4/14/2020,0,0,5,Local - Social Contact,Gilgit-Baltistan,Kharmang
4/14/2020,0,0,11,Local - Social Contact,Gilgit-Baltistan,Skardu
4/14/2020,0,0,2,Local - Social Contact,Gilgit-Baltistan,Ghanche
4/14/2020,17,0,0,Local - Social Contact,Baluchistan,Quetta
4/14/2020,66,3,0,Local - Social Contact,Sindh,Karachi
4/14/2020,0,1,3,Local - Social Contact,Sindh,Hyderabad
4/14/2020,0,0,1,Iran/Taftan,Sindh,Sukkur
4/14/2020,22,3,0,Unknown,Khyber Pakhtunkhwa,Peshawar
4/14/2020,4,0,0,Unknown,Khyber Pakhtunkhwa,Dera Ismail Khan
4/14/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu
4/14/2020,7,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner
4/14/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda
4/14/2020,11,0,7,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper
4/14/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Hangu
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,Khyber
4/14/2020,1,0,5,Local - Social Contact,Khyber Pakhtunkhwa,Kohat
4/14/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera
4/14/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla
4/14/2020,1,0,0,Local - Social Contact,Federal Administration Tribal Area,North Waziristan
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Swat
4/14/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower
4/14/2020,0,0,3,Local - Social Contact,Khyber Pakhtunkhwa,Haripur
4/14/2020,35,4,0,Unknown,Punjab,Lahore
4/14/2020,45,0,0,Local - Social Contact,Punjab,Multan
4/14/2020,13,0,0,Local - Social Contact,Punjab,Gujrat
4/14/2020,44,0,0,Local - Social Contact,Punjab,Jehlum
4/14/2020,2,0,0,Local - Social Contact,Punjab,Gujranwala
4/14/2020,22,0,0,Local - Social Contact,Punjab,Rawalpindi
4/14/2020,7,0,0,Local - Social Contact,Punjab,Faisalabad
4/14/2020,11,0,0,Local - Social Contact,Punjab,Mandi Bahauddin
4/14/2020,8,0,0,Local - Social Contact,Punjab,Mianwali
4/14/2020,15,0,0,Local - Social Contact,Punjab,Narowal
4/14/2020,5,0,0,Local - Social Contact,Punjab,Rahim Yar Khan
4/14/2020,36,0,0,Local - Social Contact,Punjab,Sargodha
4/14/2020,7,0,0,Local - Social Contact,Punjab,Sahewal
4/14/2020,9,0,0,Local - Social Contact,Punjab,Rajanpur
4/14/2020,22,0,0,Local - Social Contact,Punjab,Sialkot
4/14/2020,5,0,0,Local - Social Contact,Punjab,Bahawal Nagar
4/14/2020,35,0,0,Local - Social Contact,Punjab,Hafizabad
